year,industry1,industry2,industry3,occupation1,retrench
2019,services,"community, social and personal services",public administration and education,"professionals, managers, executives and technicians",70
2019,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",20
2019,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",-
2019,services,"community, social and personal services",health and social services,total,100
2019,services,"community, social and personal services",health and social services,"professionals, managers, executives and technicians",30
2019,services,"community, social and personal services",health and social services,"clerical, sales and services workers",60
2019,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",10
2019,services,"community, social and personal services","arts, entertainment and recreation",total,20
2019,services,"community, social and personal services","arts, entertainment and recreation","professionals, managers, executives and technicians",10
2019,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",10
2019,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",-
2019,services,"community, social and personal services","other community, social and personal services",total,90
2019,services,"community, social and personal services","other community, social and personal services","professionals, managers, executives and technicians",20
2019,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",60
2019,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",10
2019,others,others,others,total,30
2019,others,others,others,"professionals, managers, executives and technicians",10
2019,others,others,others,"clerical, sales and services workers",10
2019,others,others,others,"production and transport operators, cleaners and labourers",10
2020,total,total,total,total,26110
2020,total,total,total,"professionals, managers, executives and technicians",12750
2020,total,total,total,"clerical, sales and services workers",8140
2020,total,total,total,"production and transport operators, cleaners and labourers",5220
2020,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,330
2020,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",70
2020,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",90
2020,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",170
2020,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,230
2020,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",130
2020,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",30
2020,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",70
2020,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,160
2020,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",120
2020,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2020,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",20
2020,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,1410
2020,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",730
2020,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",110
2020,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",560
2020,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,790
2020,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",450
2020,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",40
2020,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",300
2020,manufacturing,transport equipment,transport equipment,total,1710
2020,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",1340
2020,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",60
2020,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",310
2020,manufacturing,other manufacturing industries,other manufacturing industries,total,700
2020,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",210
2020,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",30
2020,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",460
2020,construction,construction,construction,total,990
2020,construction,construction,construction,"professionals, managers, executives and technicians",290
2020,construction,construction,construction,"clerical, sales and services workers",100
2020,construction,construction,construction,"production and transport operators, cleaners and labourers",600
2020,services,wholesale and retail trade,wholesale trade,total,3810
2020,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",1970
2020,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",1330
2020,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",510
2020,services,wholesale and retail trade,retail trade,total,1180
2020,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",270
2020,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",860
2020,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",50
2020,services,transportation and storage,land transport and supporting services,total,120
2020,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",10
2020,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",50
2020,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",60
2020,services,transportation and storage,water transport and supporting services,total,250
2020,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",140
2020,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",90
2020,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",20
2020,services,transportation and storage,air transport and supporting services,total,2000
2020,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",190
2020,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",1560
2020,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",250
2020,services,transportation and storage,other transport and storage services,total,410
2020,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",120
2020,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",120
2020,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",180
2020,services,accommodation and food services,accommodation,total,710
2020,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",230
2020,services,accommodation and food services,accommodation,"clerical, sales and services workers",380
2020,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",100
2020,services,accommodation and food services,food and beverage services,total,990
2020,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",180
2020,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",620
2020,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",190
2020,services,information and communications,"telecommunications, broadcasting and publishing",total,570
2020,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",510
2020,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",70
2020,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",-
2020,services,information and communications,it and other information services,total,860
2020,services,information and communications,it and other information services,"professionals, managers, executives and technicians",780
2020,services,information and communications,it and other information services,"clerical, sales and services workers",70
2020,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",10
2020,services,financial and insurance services,financial services,total,1910
2020,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",1060
2020,services,financial and insurance services,financial services,"clerical, sales and services workers",560
2020,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",280
2020,services,financial and insurance services,insurance services,total,230
2020,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",220
2020,services,financial and insurance services,insurance services,"clerical, sales and services workers",10
2020,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2020,services,real estate services,real estate services,total,140
2020,services,real estate services,real estate services,"professionals, managers, executives and technicians",110
2020,services,real estate services,real estate services,"clerical, sales and services workers",10
2020,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",20
2020,services,professionals services,"legal, accounting and management services",total,1200
2020,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",1110
2020,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",80
2020,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",10
2020,services,professionals services,architectural and engineering services,total,780
2020,services,professionals services,architectural and engineering services,"professionals, managers, executives and technicians",570
2020,services,professionals services,architectural and engineering services,"clerical, sales and services workers",70
2020,services,professionals services,architectural and engineering services,"production and transport operators, cleaners and labourers",140
2020,services,professionals services,other professionals services,total,330
2020,services,professionals services,other professionals services,"professionals, managers, executives and technicians",290
2020,services,professionals services,other professionals services,"clerical, sales and services workers",30
2020,services,professionals services,other professionals services,"production and transport operators, cleaners and labourers",10
2020,services,administrative and support services,security and investigation,total,10
2020,services,administrative and support services,security and investigation,"professionals, managers, executives and technicians",-
2020,services,administrative and support services,security and investigation,"clerical, sales and services workers",-
2020,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2020,services,administrative and support services,cleaning and landscaping,total,280
2020,services,administrative and support services,cleaning and landscaping,"professionals, managers, executives and technicians",10
2020,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",20
2020,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",250
2020,services,administrative and support services,other adminstrative and support services,total,1320
2020,services,administrative and support services,other adminstrative and support services,"professionals, managers, executives and technicians",840
2020,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",370
2020,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",110
2020,services,"community, social and personal services",public administration and education,total,230
2020,services,"community, social and personal services",public administration and education,"professionals, managers, executives and technicians",120
2020,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",90
2020,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",10
2020,services,"community, social and personal services",health and social services,total,40
2020,services,"community, social and personal services",health and social services,"professionals, managers, executives and technicians",30
2020,services,"community, social and personal services",health and social services,"clerical, sales and services workers",10
2020,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",-
2020,services,"community, social and personal services","arts, entertainment and recreation",total,2210
2020,services,"community, social and personal services","arts, entertainment and recreation","professionals, managers, executives and technicians",570
2020,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",1170
2020,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",480
2020,services,"community, social and personal services","other community, social and personal services",total,210
2020,services,"community, social and personal services","other community, social and personal services","professionals, managers, executives and technicians",70
2020,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",90
2020,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",50
2020,others,others,others,total,40
2020,others,others,others,"professionals, managers, executives and technicians",30
2020,others,others,others,"clerical, sales and services workers",-
2020,others,others,others,"production and transport operators, cleaners and labourers",10
2021,total,total,total,total,8020
2021,total,total,total,"professionals, managers, executives and technicians",5870
2021,total,total,total,"clerical, sales and services workers",1220
2021,total,total,total,"production and transport operators, cleaners and labourers",940
2021,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,110
2021,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",30
2021,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",10
2021,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",70
2021,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,70
2021,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",60
2021,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",10
2021,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",-
2021,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,500
2021,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",470
2021,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2021,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",10
2021,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,150
2021,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",110
2021,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",10
2021,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",30
2021,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,690
2021,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",490
2021,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",20
2021,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",180
2021,manufacturing,transport equipment,transport equipment,total,130
2021,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",110
2021,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",-
2021,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",20
2021,manufacturing,other manufacturing industries,other manufacturing industries,total,70
2021,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",50
2021,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",10
2021,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",20
2021,construction,construction,construction,total,240
2021,construction,construction,construction,"professionals, managers, executives and technicians",130
2021,construction,construction,construction,"clerical, sales and services workers",50
2021,construction,construction,construction,"production and transport operators, cleaners and labourers",70
2021,services,wholesale and retail trade,wholesale trade,total,1250
2021,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",960
2021,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",190
2021,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",100
2021,services,wholesale and retail trade,retail trade,total,160
2021,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",50
2021,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",100
2021,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",10
2021,services,transportation and storage,land transport and supporting services,total,50
2021,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",-
2021,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",10
2021,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",40
2021,services,transportation and storage,water transport and supporting services,total,140
2021,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",70
2021,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",30
2021,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",40
2021,services,transportation and storage,air transport and supporting services,total,220
2021,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",100
2021,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",60
2021,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",70
2021,services,transportation and storage,other transport and storage services,total,140
2021,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",60
2021,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",20
2021,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",50
2021,services,accommodation and food services,accommodation,total,40
2021,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",30
2021,services,accommodation and food services,accommodation,"clerical, sales and services workers",10
2021,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",-
2021,services,accommodation and food services,food and beverage services,total,130
2021,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",10
2021,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",80
2021,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",50
2021,services,information and communications,"telecommunications, broadcasting and publishing",total,380
2021,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",350
2021,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",20
2021,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",10
2021,services,information and communications,it and other information services,total,670
2021,services,information and communications,it and other information services,"professionals, managers, executives and technicians",500
2021,services,information and communications,it and other information services,"clerical, sales and services workers",140
2021,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",20
2021,services,financial and insurance services,financial services,total,1250
2021,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",1160
2021,services,financial and insurance services,financial services,"clerical, sales and services workers",90
2021,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2021,services,financial and insurance services,insurance services,total,70
2021,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",70
2021,services,financial and insurance services,insurance services,"clerical, sales and services workers",10
2021,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2021,services,real estate services,real estate services,total,100
2021,services,real estate services,real estate services,"professionals, managers, executives and technicians",80
2021,services,real estate services,real estate services,"clerical, sales and services workers",20
2021,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",-
2021,services,professionals services,"legal, accounting and management services",total,660
2021,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",540
2021,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",20
2021,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",90
2021,services,professionals services,architectural and engineering services,total,160
2021,services,professionals services,architectural and engineering services,"professionals, managers, executives and technicians",150
2021,services,professionals services,architectural and engineering services,"clerical, sales and services workers",10
2021,services,professionals services,architectural and engineering services,"production and transport operators, cleaners and labourers",10
2021,services,professionals services,other professionals services,total,100
2021,services,professionals services,other professionals services,"professionals, managers, executives and technicians",70
2021,services,professionals services,other professionals services,"clerical, sales and services workers",20
2021,services,professionals services,other professionals services,"production and transport operators, cleaners and labourers",-
2021,services,administrative and support services,security and investigation,total,10
2021,services,administrative and support services,security and investigation,"professionals, managers, executives and technicians",10
2021,services,administrative and support services,security and investigation,"clerical, sales and services workers",-
2021,services,administrative and support services,security and investigation,"production and transport operators, cleaners and labourers",-
2021,services,administrative and support services,cleaning and landscaping,total,20
2021,services,administrative and support services,cleaning and landscaping,"professionals, managers, executives and technicians",10
2021,services,administrative and support services,cleaning and landscaping,"clerical, sales and services workers",10
2021,services,administrative and support services,cleaning and landscaping,"production and transport operators, cleaners and labourers",10
2021,services,administrative and support services,other adminstrative and support services,total,310
2021,services,administrative and support services,other adminstrative and support services,"professionals, managers, executives and technicians",80
2021,services,administrative and support services,other adminstrative and support services,"clerical, sales and services workers",220
2021,services,administrative and support services,other adminstrative and support services,"production and transport operators, cleaners and labourers",10
2021,services,"community, social and personal services",public administration and education,total,60
2021,services,"community, social and personal services",public administration and education,"professionals, managers, executives and technicians",40
2021,services,"community, social and personal services",public administration and education,"clerical, sales and services workers",10
2021,services,"community, social and personal services",public administration and education,"production and transport operators, cleaners and labourers",10
2021,services,"community, social and personal services",health and social services,total,10
2021,services,"community, social and personal services",health and social services,"professionals, managers, executives and technicians",10
2021,services,"community, social and personal services",health and social services,"clerical, sales and services workers",-
2021,services,"community, social and personal services",health and social services,"production and transport operators, cleaners and labourers",-
2021,services,"community, social and personal services","arts, entertainment and recreation",total,70
2021,services,"community, social and personal services","arts, entertainment and recreation","professionals, managers, executives and technicians",40
2021,services,"community, social and personal services","arts, entertainment and recreation","clerical, sales and services workers",20
2021,services,"community, social and personal services","arts, entertainment and recreation","production and transport operators, cleaners and labourers",10
2021,services,"community, social and personal services","other community, social and personal services",total,40
2021,services,"community, social and personal services","other community, social and personal services","professionals, managers, executives and technicians",10
2021,services,"community, social and personal services","other community, social and personal services","clerical, sales and services workers",20
2021,services,"community, social and personal services","other community, social and personal services","production and transport operators, cleaners and labourers",10
2021,others,others,others,total,50
2021,others,others,others,"professionals, managers, executives and technicians",30
2021,others,others,others,"clerical, sales and services workers",10
2021,others,others,others,"production and transport operators, cleaners and labourers",-
2022,total,total,total,total,6440
2022,total,total,total,"professionals, managers, executives and technicians",4520
2022,total,total,total,"clerical, sales and services workers",540
2022,total,total,total,"production and transport operators, cleaners and labourers",1390
2022,manufacturing,"food, beverages and tobacco","food, beverages and tobacco",total,30
2022,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","professionals, managers, executives and technicians",10
2022,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","clerical, sales and services workers",10
2022,manufacturing,"food, beverages and tobacco","food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2022,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing",total,30
2022,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","professionals, managers, executives and technicians",20
2022,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","clerical, sales and services workers",-
2022,manufacturing,"paper,rubber,plastic products and printing","paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",10
2022,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products",total,220
2022,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",190
2022,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2022,manufacturing,"petroleum, chemical and pharmaceutical products","petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",20
2022,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment",total,560
2022,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",310
2022,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","clerical, sales and services workers",10
2022,manufacturing,"fabricated metal products, machinery and equipment","fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",240
2022,manufacturing,"electronic, computer and optical products","electronic, computer and optical products",total,870
2022,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","professionals, managers, executives and technicians",350
2022,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","clerical, sales and services workers",20
2022,manufacturing,"electronic, computer and optical products","electronic, computer and optical products","production and transport operators, cleaners and labourers",500
2022,manufacturing,transport equipment,transport equipment,total,320
2022,manufacturing,transport equipment,transport equipment,"professionals, managers, executives and technicians",70
2022,manufacturing,transport equipment,transport equipment,"clerical, sales and services workers",40
2022,manufacturing,transport equipment,transport equipment,"production and transport operators, cleaners and labourers",210
2022,manufacturing,other manufacturing industries,other manufacturing industries,total,80
2022,manufacturing,other manufacturing industries,other manufacturing industries,"professionals, managers, executives and technicians",60
2022,manufacturing,other manufacturing industries,other manufacturing industries,"clerical, sales and services workers",10
2022,manufacturing,other manufacturing industries,other manufacturing industries,"production and transport operators, cleaners and labourers",20
2022,construction,construction,construction,total,260
2022,construction,construction,construction,"professionals, managers, executives and technicians",80
2022,construction,construction,construction,"clerical, sales and services workers",20
2022,construction,construction,construction,"production and transport operators, cleaners and labourers",160
2022,services,wholesale and retail trade,wholesale trade,total,850
2022,services,wholesale and retail trade,wholesale trade,"professionals, managers, executives and technicians",640
2022,services,wholesale and retail trade,wholesale trade,"clerical, sales and services workers",90
2022,services,wholesale and retail trade,wholesale trade,"production and transport operators, cleaners and labourers",110
2022,services,wholesale and retail trade,retail trade,total,70
2022,services,wholesale and retail trade,retail trade,"professionals, managers, executives and technicians",30
2022,services,wholesale and retail trade,retail trade,"clerical, sales and services workers",30
2022,services,wholesale and retail trade,retail trade,"production and transport operators, cleaners and labourers",-
2022,services,transportation and storage,land transport and supporting services,total,10
2022,services,transportation and storage,land transport and supporting services,"professionals, managers, executives and technicians",-
2022,services,transportation and storage,land transport and supporting services,"clerical, sales and services workers",-
2022,services,transportation and storage,land transport and supporting services,"production and transport operators, cleaners and labourers",-
2022,services,transportation and storage,water transport and supporting services,total,60
2022,services,transportation and storage,water transport and supporting services,"professionals, managers, executives and technicians",50
2022,services,transportation and storage,water transport and supporting services,"clerical, sales and services workers",10
2022,services,transportation and storage,water transport and supporting services,"production and transport operators, cleaners and labourers",-
2022,services,transportation and storage,air transport and supporting services,total,10
2022,services,transportation and storage,air transport and supporting services,"professionals, managers, executives and technicians",10
2022,services,transportation and storage,air transport and supporting services,"clerical, sales and services workers",-
2022,services,transportation and storage,air transport and supporting services,"production and transport operators, cleaners and labourers",-
2022,services,transportation and storage,other transport and storage services,total,70
2022,services,transportation and storage,other transport and storage services,"professionals, managers, executives and technicians",30
2022,services,transportation and storage,other transport and storage services,"clerical, sales and services workers",30
2022,services,transportation and storage,other transport and storage services,"production and transport operators, cleaners and labourers",10
2022,services,accommodation and food services,accommodation,total,20
2022,services,accommodation and food services,accommodation,"professionals, managers, executives and technicians",-
2022,services,accommodation and food services,accommodation,"clerical, sales and services workers",20
2022,services,accommodation and food services,accommodation,"production and transport operators, cleaners and labourers",-
2022,services,accommodation and food services,food and beverage services,total,20
2022,services,accommodation and food services,food and beverage services,"professionals, managers, executives and technicians",-
2022,services,accommodation and food services,food and beverage services,"clerical, sales and services workers",10
2022,services,accommodation and food services,food and beverage services,"production and transport operators, cleaners and labourers",-
2022,services,information and communications,"telecommunications, broadcasting and publishing",total,410
2022,services,information and communications,"telecommunications, broadcasting and publishing","professionals, managers, executives and technicians",400
2022,services,information and communications,"telecommunications, broadcasting and publishing","clerical, sales and services workers",-
2022,services,information and communications,"telecommunications, broadcasting and publishing","production and transport operators, cleaners and labourers",10
2022,services,information and communications,it and other information services,total,790
2022,services,information and communications,it and other information services,"professionals, managers, executives and technicians",770
2022,services,information and communications,it and other information services,"clerical, sales and services workers",20
2022,services,information and communications,it and other information services,"production and transport operators, cleaners and labourers",-
2022,services,financial and insurance services,financial services,total,670
2022,services,financial and insurance services,financial services,"professionals, managers, executives and technicians",650
2022,services,financial and insurance services,financial services,"clerical, sales and services workers",10
2022,services,financial and insurance services,financial services,"production and transport operators, cleaners and labourers",-
2022,services,financial and insurance services,insurance services,total,30
2022,services,financial and insurance services,insurance services,"professionals, managers, executives and technicians",20
2022,services,financial and insurance services,insurance services,"clerical, sales and services workers",-
2022,services,financial and insurance services,insurance services,"production and transport operators, cleaners and labourers",-
2022,services,real estate services,real estate services,total,30
2022,services,real estate services,real estate services,"professionals, managers, executives and technicians",20
2022,services,real estate services,real estate services,"clerical, sales and services workers",10
2022,services,real estate services,real estate services,"production and transport operators, cleaners and labourers",-
2022,services,professionals services,"legal, accounting and management services",total,270
2022,services,professionals services,"legal, accounting and management services","professionals, managers, executives and technicians",250
2022,services,professionals services,"legal, accounting and management services","clerical, sales and services workers",20
2022,services,professionals services,"legal, accounting and management services","production and transport operators, cleaners and labourers",-
