year,industry1,industry2,occupation1,retrench
2018,total,total,total,10730
2018,total,total,"professionals, managers, executives and technicians",6980
2018,total,total,"clerical, sales and services workers",1230
2018,total,total,"production and transport operators, cleaners and labourers",2510
2018,manufacturing,"food, beverages and tobacco",total,200
2018,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",70
2018,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2018,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",110
2018,manufacturing,"paper,rubber,plastic products and printing",total,160
2018,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",30
2018,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",20
2018,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",110
2018,manufacturing,"petroleum, chemical and pharmaceutical products",total,180
2018,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",130
2018,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2018,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",30
2018,manufacturing,"fabricated metal products, machinery and equipment",total,870
2018,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",480
2018,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",60
2018,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",330
2018,manufacturing,"electronic, computer and optical products",total,670
2018,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",500
2018,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",20
2018,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",150
2018,manufacturing,transport equipment,total,310
2018,manufacturing,transport equipment,"professionals, managers, executives and technicians",130
2018,manufacturing,transport equipment,"clerical, sales and services workers",20
2018,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",160
2018,manufacturing,other manufacturing industries,total,190
2018,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",110
2018,manufacturing,other manufacturing industries,"clerical, sales and services workers",20
2018,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",60
2018,construction,construction,total,1200
2018,construction,construction,"professionals, managers, executives and technicians",260
2018,construction,construction,"clerical, sales and services workers",60
2018,construction,construction,"production and transport operators, cleaners and labourers",880
2018,services,wholesale and retail trade,total,1780
2018,services,wholesale and retail trade,"professionals, managers, executives and technicians",1310
2018,services,wholesale and retail trade,"clerical, sales and services workers",310
2018,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",160
2018,services,transportation and storage,total,690
2018,services,transportation and storage,"professionals, managers, executives and technicians",440
2018,services,transportation and storage,"clerical, sales and services workers",110
2018,services,transportation and storage,"production and transport operators, cleaners and labourers",150
2018,services,accommodation and food services,total,350
2018,services,accommodation and food services,"professionals, managers, executives and technicians",60
2018,services,accommodation and food services,"clerical, sales and services workers",130
2018,services,accommodation and food services,"production and transport operators, cleaners and labourers",170
2018,services,information and communications,total,1120
2018,services,information and communications,"professionals, managers, executives and technicians",960
2018,services,information and communications,"clerical, sales and services workers",140
2018,services,information and communications,"production and transport operators, cleaners and labourers",20
2018,services,financial and insurance services,total,1330
2018,services,financial and insurance services,"professionals, managers, executives and technicians",1260
2018,services,financial and insurance services,"clerical, sales and services workers",70
2018,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2018,services,real estate services,total,100
2018,services,real estate services,"professionals, managers, executives and technicians",50
2018,services,real estate services,"clerical, sales and services workers",40
2018,services,real estate services,"production and transport operators, cleaners and labourers",10
2018,services,professionals services,total,1100
2018,services,professionals services,"professionals, managers, executives and technicians",950
2018,services,professionals services,"clerical, sales and services workers",70
2018,services,professionals services,"production and transport operators, cleaners and labourers",90
2018,services,administrative and support services,total,200
2018,services,administrative and support services,"professionals, managers, executives and technicians",120
2018,services,administrative and support services,"clerical, sales and services workers",50
2018,services,administrative and support services,"production and transport operators, cleaners and labourers",40
2018,services,"community, social and personal services",total,290
2018,services,"community, social and personal services","professionals, managers, executives and technicians",110
2018,services,"community, social and personal services","clerical, sales and services workers",120
2018,services,"community, social and personal services","production and transport operators, cleaners and labourers",60
2018,others,others,total,-
2018,others,others,"professionals, managers, executives and technicians",-
2018,others,others,"clerical, sales and services workers",-
2018,others,others,"production and transport operators, cleaners and labourers",-
2019,total,total,total,10690
2019,total,total,"professionals, managers, executives and technicians",6500
2019,total,total,"clerical, sales and services workers",1420
2019,total,total,"production and transport operators, cleaners and labourers",2770
2019,manufacturing,"food, beverages and tobacco",total,100
2019,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",30
2019,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",60
2019,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2019,manufacturing,"paper,rubber,plastic products and printing",total,170
2019,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",60
2019,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",20
2019,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",90
2019,manufacturing,"petroleum, chemical and pharmaceutical products",total,200
2019,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",130
2019,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2019,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",50
2019,manufacturing,"fabricated metal products, machinery and equipment",total,690
2019,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",320
2019,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",60
2019,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",310
2019,manufacturing,"electronic, computer and optical products",total,1160
2019,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",470
2019,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",20
2019,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",670
2019,manufacturing,transport equipment,total,120
2019,manufacturing,transport equipment,"professionals, managers, executives and technicians",60
2019,manufacturing,transport equipment,"clerical, sales and services workers",10
2019,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",50
2019,manufacturing,other manufacturing industries,total,360
2019,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",160
2019,manufacturing,other manufacturing industries,"clerical, sales and services workers",40
2019,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",160
2019,construction,construction,total,860
2019,construction,construction,"professionals, managers, executives and technicians",180
2019,construction,construction,"clerical, sales and services workers",60
2019,construction,construction,"production and transport operators, cleaners and labourers",620
2019,services,wholesale and retail trade,total,2090
2019,services,wholesale and retail trade,"professionals, managers, executives and technicians",1460
2019,services,wholesale and retail trade,"clerical, sales and services workers",480
2019,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",150
2019,services,transportation and storage,total,760
2019,services,transportation and storage,"professionals, managers, executives and technicians",270
2019,services,transportation and storage,"clerical, sales and services workers",180
2019,services,transportation and storage,"production and transport operators, cleaners and labourers",310
2019,services,accommodation and food services,total,170
2019,services,accommodation and food services,"professionals, managers, executives and technicians",30
2019,services,accommodation and food services,"clerical, sales and services workers",70
2019,services,accommodation and food services,"production and transport operators, cleaners and labourers",70
2019,services,information and communications,total,710
2019,services,information and communications,"professionals, managers, executives and technicians",660
2019,services,information and communications,"clerical, sales and services workers",40
2019,services,information and communications,"production and transport operators, cleaners and labourers",10
2019,services,financial and insurance services,total,1300
2019,services,financial and insurance services,"professionals, managers, executives and technicians",1210
2019,services,financial and insurance services,"clerical, sales and services workers",50
2019,services,financial and insurance services,"production and transport operators, cleaners and labourers",40
2019,services,real estate services,total,190
2019,services,real estate services,"professionals, managers, executives and technicians",90
2019,services,real estate services,"clerical, sales and services workers",10
2019,services,real estate services,"production and transport operators, cleaners and labourers",100
2019,services,professionals services,total,1210
2019,services,professionals services,"professionals, managers, executives and technicians",1090
2019,services,professionals services,"clerical, sales and services workers",100
2019,services,professionals services,"production and transport operators, cleaners and labourers",30
2019,services,administrative and support services,total,260
2019,services,administrative and support services,"professionals, managers, executives and technicians",130
2019,services,administrative and support services,"clerical, sales and services workers",80
2019,services,administrative and support services,"production and transport operators, cleaners and labourers",50
2019,services,"community, social and personal services",total,300
2019,services,"community, social and personal services","professionals, managers, executives and technicians",130
2019,services,"community, social and personal services","clerical, sales and services workers",140
2019,services,"community, social and personal services","production and transport operators, cleaners and labourers",20
2019,others,others,total,30
2019,others,others,"professionals, managers, executives and technicians",10
2019,others,others,"clerical, sales and services workers",10
2019,others,others,"production and transport operators, cleaners and labourers",10
2020,total,total,total,26110
2020,total,total,"professionals, managers, executives and technicians",12750
2020,total,total,"clerical, sales and services workers",8140
2020,total,total,"production and transport operators, cleaners and labourers",5220
2020,manufacturing,"food, beverages and tobacco",total,330
2020,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",70
2020,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",90
2020,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",170
2020,manufacturing,"paper,rubber,plastic products and printing",total,230
2020,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",130
2020,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",30
2020,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",70
2020,manufacturing,"petroleum, chemical and pharmaceutical products",total,160
2020,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",120
2020,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2020,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",20
2020,manufacturing,"fabricated metal products, machinery and equipment",total,1410
2020,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",730
2020,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",110
2020,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",560
2020,manufacturing,"electronic, computer and optical products",total,790
2020,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",450
2020,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",40
2020,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",300
2020,manufacturing,transport equipment,total,1710
2020,manufacturing,transport equipment,"professionals, managers, executives and technicians",1340
2020,manufacturing,transport equipment,"clerical, sales and services workers",60
2020,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",310
2020,manufacturing,other manufacturing industries,total,700
2020,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",210
2020,manufacturing,other manufacturing industries,"clerical, sales and services workers",30
2020,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",460
2020,construction,construction,total,990
2020,construction,construction,"professionals, managers, executives and technicians",290
2020,construction,construction,"clerical, sales and services workers",100
2020,construction,construction,"production and transport operators, cleaners and labourers",600
2020,services,wholesale and retail trade,total,4980
2020,services,wholesale and retail trade,"professionals, managers, executives and technicians",2240
2020,services,wholesale and retail trade,"clerical, sales and services workers",2190
2020,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",560
2020,services,transportation and storage,total,2780
2020,services,transportation and storage,"professionals, managers, executives and technicians",460
2020,services,transportation and storage,"clerical, sales and services workers",1820
2020,services,transportation and storage,"production and transport operators, cleaners and labourers",500
2020,services,accommodation and food services,total,1700
2020,services,accommodation and food services,"professionals, managers, executives and technicians",410
2020,services,accommodation and food services,"clerical, sales and services workers",1000
2020,services,accommodation and food services,"production and transport operators, cleaners and labourers",300
2020,services,information and communications,total,1430
2020,services,information and communications,"professionals, managers, executives and technicians",1290
2020,services,information and communications,"clerical, sales and services workers",140
2020,services,information and communications,"production and transport operators, cleaners and labourers",10
2020,services,financial and insurance services,total,2140
2020,services,financial and insurance services,"professionals, managers, executives and technicians",1280
2020,services,financial and insurance services,"clerical, sales and services workers",570
2020,services,financial and insurance services,"production and transport operators, cleaners and labourers",280
2020,services,real estate services,total,140
2020,services,real estate services,"professionals, managers, executives and technicians",110
2020,services,real estate services,"clerical, sales and services workers",10
2020,services,real estate services,"production and transport operators, cleaners and labourers",20
2020,services,professionals services,total,2310
2020,services,professionals services,"professionals, managers, executives and technicians",1970
2020,services,professionals services,"clerical, sales and services workers",190
2020,services,professionals services,"production and transport operators, cleaners and labourers",160
2020,services,administrative and support services,total,1600
2020,services,administrative and support services,"professionals, managers, executives and technicians",850
2020,services,administrative and support services,"clerical, sales and services workers",390
2020,services,administrative and support services,"production and transport operators, cleaners and labourers",360
2020,services,"community, social and personal services",total,2690
2020,services,"community, social and personal services","professionals, managers, executives and technicians",780
2020,services,"community, social and personal services","clerical, sales and services workers",1370
2020,services,"community, social and personal services","production and transport operators, cleaners and labourers",540
2020,others,others,total,40
2020,others,others,"professionals, managers, executives and technicians",30
2020,others,others,"clerical, sales and services workers",-
2020,others,others,"production and transport operators, cleaners and labourers",10
2021,total,total,total,8020
2021,total,total,"professionals, managers, executives and technicians",5870
2021,total,total,"clerical, sales and services workers",1220
2021,total,total,"production and transport operators, cleaners and labourers",940
2021,manufacturing,"food, beverages and tobacco",total,110
2021,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",30
2021,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2021,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",70
2021,manufacturing,"paper,rubber,plastic products and printing",total,70
2021,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",60
2021,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",10
2021,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",-
2021,manufacturing,"petroleum, chemical and pharmaceutical products",total,500
2021,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",470
2021,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2021,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",10
2021,manufacturing,"fabricated metal products, machinery and equipment",total,150
2021,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",110
2021,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",10
2021,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",30
2021,manufacturing,"electronic, computer and optical products",total,690
2021,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",490
2021,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",20
2021,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",180
2021,manufacturing,transport equipment,total,130
2021,manufacturing,transport equipment,"professionals, managers, executives and technicians",110
2021,manufacturing,transport equipment,"clerical, sales and services workers",-
2021,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",20
2021,manufacturing,other manufacturing industries,total,70
2021,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",50
2021,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2021,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",20
2021,construction,construction,total,240
2021,construction,construction,"professionals, managers, executives and technicians",130
2021,construction,construction,"clerical, sales and services workers",50
2021,construction,construction,"production and transport operators, cleaners and labourers",70
2021,services,wholesale and retail trade,total,1400
2021,services,wholesale and retail trade,"professionals, managers, executives and technicians",1010
2021,services,wholesale and retail trade,"clerical, sales and services workers",290
2021,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",110
2021,services,transportation and storage,total,550
2021,services,transportation and storage,"professionals, managers, executives and technicians",240
2021,services,transportation and storage,"clerical, sales and services workers",110
2021,services,transportation and storage,"production and transport operators, cleaners and labourers",200
2021,services,accommodation and food services,total,180
2021,services,accommodation and food services,"professionals, managers, executives and technicians",40
2021,services,accommodation and food services,"clerical, sales and services workers",90
2021,services,accommodation and food services,"production and transport operators, cleaners and labourers",50
2021,services,information and communications,total,1040
2021,services,information and communications,"professionals, managers, executives and technicians",850
2021,services,information and communications,"clerical, sales and services workers",160
2021,services,information and communications,"production and transport operators, cleaners and labourers",30
2021,services,financial and insurance services,total,1330
2021,services,financial and insurance services,"professionals, managers, executives and technicians",1230
2021,services,financial and insurance services,"clerical, sales and services workers",100
2021,services,financial and insurance services,"production and transport operators, cleaners and labourers",10
2021,services,real estate services,total,100
2021,services,real estate services,"professionals, managers, executives and technicians",80
2021,services,real estate services,"clerical, sales and services workers",20
2021,services,real estate services,"production and transport operators, cleaners and labourers",-
2021,services,professionals services,total,920
2021,services,professionals services,"professionals, managers, executives and technicians",760
2021,services,professionals services,"clerical, sales and services workers",50
2021,services,professionals services,"production and transport operators, cleaners and labourers",100
2021,services,administrative and support services,total,340
2021,services,administrative and support services,"professionals, managers, executives and technicians",100
2021,services,administrative and support services,"clerical, sales and services workers",230
2021,services,administrative and support services,"production and transport operators, cleaners and labourers",10
2021,services,"community, social and personal services",total,170
2021,services,"community, social and personal services","professionals, managers, executives and technicians",100
2021,services,"community, social and personal services","clerical, sales and services workers",50
2021,services,"community, social and personal services","production and transport operators, cleaners and labourers",20
2021,others,others,total,50
2021,others,others,"professionals, managers, executives and technicians",30
2021,others,others,"clerical, sales and services workers",10
2021,others,others,"production and transport operators, cleaners and labourers",-
2022,total,total,total,6440
2022,total,total,"professionals, managers, executives and technicians",4520
2022,total,total,"clerical, sales and services workers",540
2022,total,total,"production and transport operators, cleaners and labourers",1390
2022,manufacturing,"food, beverages and tobacco",total,30
2022,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",10
2022,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2022,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",20
2022,manufacturing,"paper,rubber,plastic products and printing",total,30
2022,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",20
2022,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",-
2022,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",10
2022,manufacturing,"petroleum, chemical and pharmaceutical products",total,220
2022,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",190
2022,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",10
2022,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",20
2022,manufacturing,"fabricated metal products, machinery and equipment",total,560
2022,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",310
2022,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",10
2022,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",240
2022,manufacturing,"electronic, computer and optical products",total,870
2022,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",350
2022,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",20
2022,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",500
2022,manufacturing,transport equipment,total,320
2022,manufacturing,transport equipment,"professionals, managers, executives and technicians",70
2022,manufacturing,transport equipment,"clerical, sales and services workers",40
2022,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",210
2022,manufacturing,other manufacturing industries,total,80
2022,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",60
2022,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2022,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",20
2022,construction,construction,total,260
2022,construction,construction,"professionals, managers, executives and technicians",80
2022,construction,construction,"clerical, sales and services workers",20
2022,construction,construction,"production and transport operators, cleaners and labourers",160
2022,services,wholesale and retail trade,total,910
2022,services,wholesale and retail trade,"professionals, managers, executives and technicians",670
2022,services,wholesale and retail trade,"clerical, sales and services workers",120
2022,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",120
2022,services,transportation and storage,total,150
2022,services,transportation and storage,"professionals, managers, executives and technicians",90
2022,services,transportation and storage,"clerical, sales and services workers",50
2022,services,transportation and storage,"production and transport operators, cleaners and labourers",20
2022,services,accommodation and food services,total,40
2022,services,accommodation and food services,"professionals, managers, executives and technicians",10
2022,services,accommodation and food services,"clerical, sales and services workers",30
2022,services,accommodation and food services,"production and transport operators, cleaners and labourers",10
2022,services,information and communications,total,1200
2022,services,information and communications,"professionals, managers, executives and technicians",1170
2022,services,information and communications,"clerical, sales and services workers",20
2022,services,information and communications,"production and transport operators, cleaners and labourers",10
2022,services,financial and insurance services,total,700
2022,services,financial and insurance services,"professionals, managers, executives and technicians",680
2022,services,financial and insurance services,"clerical, sales and services workers",20
2022,services,financial and insurance services,"production and transport operators, cleaners and labourers",-
2022,services,real estate services,total,30
2022,services,real estate services,"professionals, managers, executives and technicians",20
2022,services,real estate services,"clerical, sales and services workers",10
2022,services,real estate services,"production and transport operators, cleaners and labourers",-
2022,services,professionals services,total,490
2022,services,professionals services,"professionals, managers, executives and technicians",450
2022,services,professionals services,"clerical, sales and services workers",30
2022,services,professionals services,"production and transport operators, cleaners and labourers",20
2022,services,administrative and support services,total,230
2022,services,administrative and support services,"professionals, managers, executives and technicians",140
2022,services,administrative and support services,"clerical, sales and services workers",50
2022,services,administrative and support services,"production and transport operators, cleaners and labourers",50
2022,services,"community, social and personal services",total,310
2022,services,"community, social and personal services","professionals, managers, executives and technicians",200
2022,services,"community, social and personal services","clerical, sales and services workers",100
2022,services,"community, social and personal services","production and transport operators, cleaners and labourers",10
2022,others,others,total,30
2022,others,others,"professionals, managers, executives and technicians",20
2022,others,others,"clerical, sales and services workers",-
2022,others,others,"production and transport operators, cleaners and labourers",-
2023,total,total,total,14590
2023,total,total,"professionals, managers, executives and technicians",11030
2023,total,total,"clerical, sales and services workers",1250
2023,total,total,"production and transport operators, cleaners and labourers",2310
2023,manufacturing,"food, beverages and tobacco",total,160
2023,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",70
2023,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2023,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",80
2023,manufacturing,"paper,rubber,plastic products and printing",total,130
2023,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",30
2023,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",30
2023,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",70
2023,manufacturing,"petroleum, chemical and pharmaceutical products",total,240
2023,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",200
2023,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",20
2023,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",20
2023,manufacturing,"fabricated metal products, machinery and equipment",total,530
2023,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",370
2023,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",20
2023,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",130
2023,manufacturing,"electronic, computer and optical products",total,2080
2023,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",1530
2023,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",50
2023,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",510
2023,manufacturing,transport equipment,total,140
2023,manufacturing,transport equipment,"professionals, managers, executives and technicians",50
2023,manufacturing,transport equipment,"clerical, sales and services workers",60
2023,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",30
2023,manufacturing,other manufacturing industries,total,200
2023,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",110
2023,manufacturing,other manufacturing industries,"clerical, sales and services workers",10
2023,manufacturing,other manufacturing industries,"production and transport operators, cleaners and labourers",80
2023,construction,construction,total,590
2023,construction,construction,"professionals, managers, executives and technicians",250
2023,construction,construction,"clerical, sales and services workers",10
2023,construction,construction,"production and transport operators, cleaners and labourers",330
2023,services,wholesale and retail trade,total,2850
2023,services,wholesale and retail trade,"professionals, managers, executives and technicians",1930
2023,services,wholesale and retail trade,"clerical, sales and services workers",320
2023,services,wholesale and retail trade,"production and transport operators, cleaners and labourers",610
2023,services,transportation and storage,total,540
2023,services,transportation and storage,"professionals, managers, executives and technicians",300
2023,services,transportation and storage,"clerical, sales and services workers",80
2023,services,transportation and storage,"production and transport operators, cleaners and labourers",160
2023,services,accommodation and food services,total,150
2023,services,accommodation and food services,"professionals, managers, executives and technicians",60
2023,services,accommodation and food services,"clerical, sales and services workers",50
2023,services,accommodation and food services,"production and transport operators, cleaners and labourers",40
2023,services,information and communications,total,2740
2023,services,information and communications,"professionals, managers, executives and technicians",2610
2023,services,information and communications,"clerical, sales and services workers",120
2023,services,information and communications,"production and transport operators, cleaners and labourers",10
2023,services,financial and insurance services,total,1820
2023,services,financial and insurance services,"professionals, managers, executives and technicians",1700
2023,services,financial and insurance services,"clerical, sales and services workers",90
2023,services,financial and insurance services,"production and transport operators, cleaners and labourers",30
2023,services,real estate services,total,80
2023,services,real estate services,"professionals, managers, executives and technicians",60
2023,services,real estate services,"clerical, sales and services workers",10
2023,services,real estate services,"production and transport operators, cleaners and labourers",-
2023,services,professionals services,total,1620
2023,services,professionals services,"professionals, managers, executives and technicians",1460
2023,services,professionals services,"clerical, sales and services workers",80
2023,services,professionals services,"production and transport operators, cleaners and labourers",80
2023,services,administrative and support services,total,380
2023,services,administrative and support services,"professionals, managers, executives and technicians",160
2023,services,administrative and support services,"clerical, sales and services workers",210
2023,services,administrative and support services,"production and transport operators, cleaners and labourers",-
2023,services,"community, social and personal services",total,280
2023,services,"community, social and personal services","professionals, managers, executives and technicians",140
2023,services,"community, social and personal services","clerical, sales and services workers",80
2023,services,"community, social and personal services","production and transport operators, cleaners and labourers",60
2023,others,others,total,80
2023,others,others,"professionals, managers, executives and technicians",10
2023,others,others,"clerical, sales and services workers",-
2023,others,others,"production and transport operators, cleaners and labourers",70
2024,total,total,total,13020
2024,total,total,"professionals, managers, executives and technicians",10160
2024,total,total,"clerical, sales and services workers",1110
2024,total,total,"production and transport operators, cleaners and labourers",1760
2024,manufacturing,"food, beverages and tobacco",total,60
2024,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",40
2024,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",20
2024,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",-
2024,manufacturing,"paper,rubber,plastic products and printing",total,370
2024,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",330
2024,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",10
2024,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",40
2024,manufacturing,"petroleum, chemical and pharmaceutical products",total,560
2024,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",460
2024,manufacturing,"petroleum, chemical and pharmaceutical products","clerical, sales and services workers",30
2024,manufacturing,"petroleum, chemical and pharmaceutical products","production and transport operators, cleaners and labourers",70
2024,manufacturing,"fabricated metal products, machinery and equipment",total,840
2024,manufacturing,"fabricated metal products, machinery and equipment","professionals, managers, executives and technicians",440
2024,manufacturing,"fabricated metal products, machinery and equipment","clerical, sales and services workers",40
2024,manufacturing,"fabricated metal products, machinery and equipment","production and transport operators, cleaners and labourers",360
2024,manufacturing,"electronic, computer and optical products",total,770
2024,manufacturing,"electronic, computer and optical products","professionals, managers, executives and technicians",460
2024,manufacturing,"electronic, computer and optical products","clerical, sales and services workers",30
2024,manufacturing,"electronic, computer and optical products","production and transport operators, cleaners and labourers",290
2024,manufacturing,transport equipment,total,40
2024,manufacturing,transport equipment,"professionals, managers, executives and technicians",10
2024,manufacturing,transport equipment,"clerical, sales and services workers",-
2024,manufacturing,transport equipment,"production and transport operators, cleaners and labourers",20
2024,manufacturing,other manufacturing industries,total,140
2024,manufacturing,other manufacturing industries,"professionals, managers, executives and technicians",90
