Employee_ID,Age,Gender,Department,Job_Role,Work_Experience,Work_Hours_per_Week,Remote_Work,Workload_Score,Job_Satisfaction,Sleep_Hours,Physical_Activity_Hrs,Caffeine_Intake,Stress_Level,Mental_Health_Score
E0895,54,Male,Sales,Developer,18,59,No,9,8,5.7,1.9,5,5.8,52.9
E0896,25,Female,IT,Team Lead,11,68,Yes,9,3,4.6,1.3,5,8.4,40.0
E0897,43,Female,HR,Intern,15,56,No,7,7,6.4,0.3,4,3.2,70.8
E0898,23,Female,Sales,Team Lead,21,45,No,4,2,7.8,0.3,3,5.5,51.6
E0899,31,Male,HR,Executive,20,35,Yes,6,4,5.9,1.1,2,5.0,63.4
E0900,26,Male,Finance,Analyst,5,62,No,9,6,8.3,0.7,5,7.8,40.0
E0901,31,Male,Marketing,Manager,24,47,Yes,4,5,5.9,1.5,4,4.9,63.5
E0902,54,Male,Finance,Analyst,12,45,No,7,9,5.7,1.1,4,5.0,55.6
E0903,59,Female,HR,Manager,4,41,No,8,4,9.0,0.9,2,5.4,56.3
E0904,34,Male,IT,Developer,15,49,Yes,6,5,6.4,1.9,2,4.7,66.2
E0905,52,Female,Marketing,Developer,9,69,No,5,4,8.0,0.8,4,5.5,56.8
E0906,57,Female,Finance,Team Lead,7,58,No,8,8,8.0,0.8,6,4.4,65.7
E0907,45,Male,Sales,Intern,10,59,No,8,8,8.6,1.3,3,4.3,63.8
E0908,36,Female,IT,Developer,29,55,No,3,3,4.4,1.6,6,6.3,46.9
E0909,50,Female,Finance,Team Lead,28,51,Yes,7,1,5.4,1.3,1,7.5,40.0
E0910,29,Female,Sales,Analyst,23,62,No,3,6,7.8,1.4,6,2.4,77.4
E0911,26,Female,HR,Developer,13,68,Yes,3,2,6.8,0.7,4,5.3,57.3
E0912,50,Male,Sales,Analyst,29,58,Yes,4,2,6.8,1.0,2,5.0,62.9
E0913,25,Male,Finance,Analyst,8,51,Yes,8,3,4.8,0.4,0,5.6,51.4
E0914,33,Male,Finance,Intern,12,42,Yes,7,8,5.4,1.4,0,4.8,63.5
E0915,23,Male,HR,Developer,22,38,No,3,3,6.6,0.4,2,3.5,75.0
E0916,48,Female,Sales,Analyst,24,53,No,5,7,5.4,0.0,6,4.8,60.8
E0917,52,Male,Sales,Intern,19,44,No,6,9,5.1,1.9,2,3.9,68.9
E0918,57,Female,HR,Intern,26,65,Yes,9,8,4.4,0.6,1,6.5,46.6
E0919,57,Female,Sales,Developer,26,42,No,7,1,4.8,0.4,5,8.0,40.0
E0920,47,Male,HR,Intern,1,56,No,4,7,7.8,0.5,2,5.9,55.3
E0921,48,Male,IT,Developer,16,66,Yes,7,7,7.6,0.7,0,7.0,46.2
E0922,26,Female,Finance,Developer,22,36,Yes,8,8,4.2,0.9,3,6.2,51.6
E0923,41,Female,IT,Manager,17,37,No,4,5,5.0,0.1,2,4.7,64.2
E0924,32,Female,Marketing,Analyst,25,66,No,6,9,6.8,0.1,1,3.6,71.8
E0925,31,Male,Marketing,Executive,18,43,No,5,9,5.6,0.6,3,2.4,77.1
E0926,59,Male,Marketing,Developer,11,41,No,3,8,8.1,0.6,1,1.0,95.2
E0927,27,Male,HR,Analyst,18,65,Yes,7,6,7.9,0.2,3,4.5,61.3
E0928,29,Male,Sales,Intern,7,69,Yes,4,6,8.5,0.8,2,5.4,56.5
E0929,44,Female,IT,Team Lead,18,46,No,6,1,6.8,0.6,0,8.0,40.0
E0930,47,Female,IT,Developer,26,69,Yes,3,6,5.8,0.1,3,3.9,64.6
E0931,33,Female,IT,Intern,8,58,No,9,4,7.0,1.8,4,7.5,41.9
E0932,47,Female,IT,Intern,6,56,No,6,4,4.4,1.8,5,5.5,52.4
E0933,34,Female,Marketing,Intern,7,30,No,5,2,4.0,0.4,1,6.3,51.4
E0934,39,Male,IT,Intern,23,63,No,3,4,4.1,0.3,3,4.0,71.6
E0935,46,Male,Sales,Intern,22,33,Yes,3,5,6.0,1.1,1,3.3,71.4
E0936,54,Female,Marketing,Developer,10,53,No,9,5,5.1,1.3,0,7.7,40.0
E0937,33,Male,IT,Executive,11,50,No,3,5,4.8,1.9,1,3.7,70.6
E0938,57,Female,HR,Manager,25,62,No,4,4,7.1,0.8,1,5.1,56.5
E0939,25,Female,Finance,Intern,13,36,No,3,1,9.0,1.2,4,4.5,57.5
E0940,26,Male,Finance,Intern,9,30,Yes,6,8,4.9,1.8,1,6.2,50.3
E0941,58,Female,Finance,Manager,7,32,No,4,3,6.7,0.9,3,5.5,57.0
E0942,29,Female,Marketing,Developer,9,44,No,3,2,4.6,0.2,1,5.4,55.8
E0943,49,Female,IT,Analyst,13,60,Yes,6,9,8.7,0.8,2,2.5,80.3
E0944,52,Female,Marketing,Team Lead,26,45,No,6,7,5.5,0.3,1,4.6,66.3
E0945,30,Female,Sales,Team Lead,3,39,No,7,9,8.4,0.0,2,4.3,64.5
E0946,50,Male,HR,Analyst,3,58,No,6,2,5.4,1.5,5,6.5,47.3
E0947,35,Male,HR,Developer,1,35,Yes,9,9,8.0,0.5,1,6.1,51.1
E0948,43,Female,Finance,Team Lead,21,58,No,8,9,5.0,0.0,6,5.7,53.5
E0949,32,Female,Finance,Manager,20,46,No,5,9,5.5,1.7,5,3.0,75.1
E0950,44,Male,Finance,Analyst,2,51,No,3,4,5.0,0.9,6,5.1,64.3
E0951,22,Male,IT,Executive,25,53,Yes,9,3,5.3,0.5,1,7.2,42.8
E0952,58,Female,Sales,Developer,3,46,Yes,3,6,8.2,0.5,3,2.8,76.7
E0953,42,Female,Sales,Analyst,15,50,No,3,3,7.2,0.5,6,3.4,77.0
E0954,47,Female,Sales,Team Lead,24,40,No,6,9,6.0,0.4,2,4.0,71.3
E0955,57,Female,Sales,Developer,6,36,Yes,6,3,8.9,1.7,5,5.0,61.9
E0956,44,Male,Finance,Manager,13,68,Yes,3,2,6.3,0.3,5,6.0,50.2
E0957,22,Male,HR,Developer,21,34,Yes,8,8,8.8,1.1,2,4.8,69.8
E0958,36,Female,Finance,Developer,1,50,No,4,6,5.0,0.2,4,5.0,55.3
E0959,42,Male,Sales,Manager,20,47,Yes,4,8,8.5,1.9,1,1.5,82.7
E0960,30,Male,Finance,Intern,19,64,Yes,5,7,4.1,1.2,1,5.5,57.1
E0961,30,Male,Sales,Manager,1,49,Yes,7,3,6.7,1.8,3,7.0,42.9
E0962,31,Female,Marketing,Developer,28,44,No,9,8,6.1,0.8,4,4.7,55.0
E0963,47,Female,HR,Manager,21,34,Yes,5,1,6.6,1.6,4,5.2,58.0
E0964,56,Male,Marketing,Intern,22,42,Yes,3,1,6.8,1.7,6,4.4,65.0
E0965,46,Male,IT,Analyst,2,41,No,9,8,5.9,1.4,3,5.9,52.3
E0966,47,Female,Finance,Manager,15,50,Yes,3,9,9.0,0.2,5,1.7,87.3
E0967,32,Other,IT,Manager,14,66,Yes,3,6,8.9,0.0,2,3.0,74.6
E0968,59,Male,Finance,Developer,19,35,No,7,5,8.8,0.3,5,6.1,50.8
E0969,23,Female,Marketing,Analyst,11,36,Yes,6,2,8.9,0.2,0,5.3,61.5
E0970,28,Male,Sales,Executive,15,55,No,7,9,8.0,1.5,3,4.7,65.3
E0971,39,Female,Sales,Executive,6,37,Yes,5,6,8.9,1.1,2,4.4,64.2
E0972,48,Male,Finance,Team Lead,20,38,No,6,8,8.5,1.1,5,1.3,91.2
E0973,55,Male,Sales,Manager,9,56,Yes,6,9,6.1,0.5,5,3.6,73.8
E0974,48,Female,Marketing,Manager,5,33,No,5,9,7.9,0.3,4,4.5,61.2
E0975,38,Female,Sales,Analyst,20,50,Yes,6,8,8.6,0.4,3,3.3,74.6
E0976,45,Male,Marketing,Intern,2,60,Yes,9,8,7.6,0.8,0,4.8,62.1
E0977,46,Female,IT,Executive,6,50,No,4,3,6.1,1.5,1,6.1,53.2
E0978,28,Male,Marketing,Team Lead,26,69,No,5,3,4.3,0.5,3,6.1,48.4
E0979,27,Female,HR,Analyst,18,54,Yes,5,2,8.0,1.4,0,6.9,44.7
E0980,45,Male,HR,Manager,28,68,No,4,1,8.8,1.0,0,4.7,60.1
E0981,54,Female,HR,Executive,29,44,Yes,7,4,5.8,1.8,3,7.5,41.0
E0982,50,Male,Finance,Team Lead,23,64,No,7,2,4.8,0.5,2,6.2,47.9
E0983,43,Female,Finance,Developer,19,66,Yes,7,2,5.6,0.9,3,4.5,62.4
E0984,47,Female,Finance,Executive,9,57,No,6,5,6.9,0.2,5,6.0,52.4
E0985,49,Female,Marketing,Team Lead,27,43,Yes,4,4,5.6,0.7,6,5.5,53.2
E0986,42,Female,Finance,Analyst,21,33,Yes,9,1,7.1,1.0,4,8.5,40.0
E0987,28,Female,IT,Developer,24,49,Yes,5,9,8.8,1.5,5,3.2,77.5
E0988,38,Male,HR,Team Lead,27,63,Yes,5,4,7.4,0.4,0,6.5,46.1
E0989,41,Male,Marketing,Team Lead,6,41,No,5,5,5.8,0.4,0,5.9,48.6
E0990,41,Female,HR,Manager,14,62,No,6,7,8.7,1.3,1,5.2,55.1
E0991,43,Male,Finance,Intern,28,53,No,6,2,6.8,0.8,0,6.3,49.3
E0992,49,Female,Marketing,Executive,26,49,Yes,8,8,4.6,1.0,6,4.6,67.9
E0993,28,Other,Sales,Manager,24,34,Yes,9,2,6.5,1.7,1,7.8,40.0
E0994,22,Male,IT,Developer,29,67,No,7,5,7.3,1.0,0,6.1,52.9
E0995,53,Female,Finance,Intern,13,59,No,8,2,8.2,1.3,0,8.9,40.0
E0996,34,Male,Finance,Team Lead,11,53,Yes,8,2,8.7,1.3,3,7.1,43.8
E0997,51,Female,IT,Manager,12,69,No,6,4,5.6,1.6,3,4.9,60.2
E0998,44,Male,IT,Intern,19,36,No,7,4,4.8,1.3,4,7.0,45.7
E0999,40,Male,Sales,Executive,19,65,No,7,8,4.4,0.1,5,6.6,43.8
E1000,53,Female,Finance,Developer,21,67,Yes,5,6,7.7,0.7,2,6.1,51.4
E1001,51,Female,Finance,Analyst,27,45,Yes,6,8,8.0,2.0,4,4.2,66.9
E1002,50,Female,HR,Manager,26,44,Yes,7,7,6.0,0.4,0,5.2,59.6
E1003,50,Female,Marketing,Developer,19,52,No,8,4,6.0,1.2,4,5.4,52.8
E1004,51,Male,Marketing,Analyst,24,41,Yes,4,2,8.8,1.7,3,4.3,64.2
E1005,37,Female,HR,Manager,26,58,Yes,4,9,8.6,1.2,5,3.3,75.4
E1006,40,Male,Marketing,Developer,13,44,No,6,2,5.2,0.7,0,5.1,59.9
E1007,39,Female,IT,Developer,28,58,Yes,5,1,7.9,0.2,0,7.8,42.8
E1008,22,Female,Marketing,Intern,14,50,Yes,5,8,7.1,0.7,4,3.6,69.6
E1009,35,Female,Marketing,Manager,24,44,No,7,9,4.8,0.4,5,5.2,52.4
E1010,23,Female,HR,Developer,18,43,No,9,1,5.8,1.9,6,8.5,40.0
E1011,49,Male,Sales,Team Lead,12,45,No,6,7,4.9,1.4,1,6.2,42.4
E1012,51,Female,Marketing,Manager,4,44,Yes,9,2,5.5,1.5,6,8.2,40.0
E1013,59,Male,Marketing,Developer,10,33,No,4,6,7.1,0.9,2,3.0,76.0
E1014,25,Female,Sales,Intern,29,56,No,8,5,5.9,0.2,5,6.9,46.0
E1015,22,Male,HR,Analyst,17,52,Yes,7,1,6.0,0.5,4,8.2,40.0
E1016,29,Female,Sales,Analyst,4,58,No,8,2,6.7,0.5,6,6.3,52.7
E1017,50,Female,HR,Team Lead,12,38,Yes,9,2,4.4,1.0,4,8.9,40.0
E1018,24,Male,IT,Manager,13,36,Yes,7,6,7.7,0.9,2,5.6,49.1
E1019,53,Male,HR,Intern,29,33,Yes,3,1,6.0,0.9,0,5.3,55.3
E1020,31,Female,IT,Developer,27,34,Yes,8,4,6.4,1.0,0,6.1,50.3
E1021,31,Male,IT,Developer,29,34,Yes,6,5,8.9,2.0,1,4.7,63.0
E1022,40,Male,HR,Analyst,4,40,No,8,2,5.7,0.6,4,7.8,40.0
E1023,55,Male,Finance,Intern,10,57,Yes,8,2,7.2,1.2,2,6.7,46.9
E1024,54,Male,HR,Team Lead,25,45,No,7,7,6.0,0.5,4,4.5,59.3
E1025,44,Female,Marketing,Analyst,3,59,No,4,7,8.5,0.9,3,2.5,77.6
E1026,49,Female,Marketing,Analyst,15,33,Yes,9,6,8.2,0.4,4,6.5,47.0
E1027,53,Male,Finance,Team Lead,2,31,Yes,3,1,5.2,1.1,4,5.9,52.3
E1028,28,Male,IT,Manager,25,32,No,8,3,7.5,0.5,3,6.7,44.9
E1029,50,Male,Finance,Developer,25,50,No,9,9,4.3,0.1,3,7.9,40.0
E1030,29,Male,Marketing,Manager,17,35,Yes,9,1,8.8,1.6,6,5.9,49.4
E1031,22,Male,Finance,Intern,6,47,Yes,4,2,5.7,0.3,2,5.8,52.2
E1032,24,Male,HR,Executive,26,34,No,5,8,8.2,0.7,6,2.0,85.5
E1033,45,Male,Finance,Executive,8,38,Yes,3,7,5.6,1.0,0,3.5,72.6
E1034,44,Female,IT,Executive,3,49,No,3,9,7.2,0.9,1,2.9,75.7
E1035,29,Male,HR,Team Lead,27,57,No,9,4,8.9,1.5,6,6.5,46.9
E1036,58,Female,Sales,Analyst,25,55,Yes,7,4,8.4,1.2,3,4.0,66.6
E1037,24,Female,Marketing,Manager,18,47,Yes,8,7,4.8,0.6,0,6.0,51.0
E1038,54,Female,Marketing,Developer,22,48,Yes,5,1,6.7,0.1,2,6.1,49.7
E1039,49,Female,Finance,Executive,1,32,No,7,9,5.7,1.5,5,5.8,52.5
E1040,29,Female,HR,Manager,29,38,Yes,6,2,6.2,0.7,4,5.0,60.9
E1041,55,Female,Sales,Executive,16,65,Yes,4,1,5.7,1.8,2,7.1,44.0
E1042,56,Female,HR,Executive,7,60,No,4,7,5.7,0.8,2,1.6,83.3
E1043,53,Female,Marketing,Developer,3,46,Yes,7,6,6.7,1.4,3,4.3,71.0
E1044,45,Female,HR,Intern,23,52,Yes,9,3,5.0,1.9,1,7.9,40.0
E1045,35,Female,Sales,Intern,4,63,No,4,1,6.7,1.3,6,5.9,54.2
E1046,53,Male,Finance,Intern,9,34,Yes,8,5,5.4,0.8,3,8.0,40.0
E1047,37,Male,IT,Team Lead,5,44,No,4,4,5.4,1.1,4,5.1,63.6
E1048,25,Male,HR,Analyst,19,32,No,8,5,7.7,1.1,3,6.1,52.8
E1049,58,Female,IT,Team Lead,15,48,Yes,6,1,4.1,1.2,4,7.5,41.1
E1050,42,Female,Marketing,Manager,8,57,Yes,5,1,5.9,0.3,3,4.0,67.5
E1051,35,Female,Finance,Team Lead,6,32,Yes,3,5,6.0,1.4,5,3.1,69.7
E1052,52,Female,Finance,Manager,18,67,No,7,6,6.4,0.3,1,4.5,69.0
E1053,39,Male,HR,Manager,19,33,Yes,7,5,7.3,0.0,5,6.7,49.0
E1054,28,Male,Finance,Analyst,24,53,No,8,2,5.8,1.2,0,8.6,40.0
E1055,31,Female,HR,Developer,15,60,No,6,9,5.1,0.2,1,6.3,51.0
E1056,28,Female,HR,Analyst,26,40,Yes,6,5,8.4,1.5,6,5.6,51.3
E1057,54,Other,IT,Intern,7,66,No,9,5,8.9,1.7,3,7.3,40.0
E1058,44,Male,Finance,Intern,10,30,Yes,3,9,4.1,1.9,2,3.4,72.8
E1059,42,Female,HR,Team Lead,6,38,No,5,3,6.7,1.3,0,5.0,57.6
E1060,40,Female,IT,Manager,14,46,No,7,5,5.7,1.0,2,5.0,58.6
E1061,40,Female,Sales,Executive,17,30,Yes,8,5,5.4,0.7,5,5.5,55.8
E1062,57,Female,IT,Executive,9,32,Yes,6,2,5.7,1.0,6,5.1,55.6
E1063,50,Female,IT,Manager,19,55,No,7,4,7.2,0.4,1,6.8,45.4
E1064,39,Male,HR,Analyst,5,60,No,8,2,5.0,0.7,6,7.1,40.0
E1065,23,Female,Marketing,Developer,23,55,No,4,5,8.6,1.4,0,3.4,75.8
E1066,22,Female,Marketing,Analyst,7,52,Yes,7,2,6.3,0.4,5,4.9,60.5
E1067,26,Female,Marketing,Manager,19,59,Yes,5,9,5.6,0.5,3,3.1,76.8
E1068,41,Female,IT,Manager,20,39,Yes,8,6,7.8,1.5,2,5.6,49.9
E1069,32,Male,HR,Developer,26,37,No,5,8,4.1,0.4,3,3.1,77.0
E1070,23,Male,Finance,Team Lead,7,54,Yes,7,9,6.2,0.5,4,7.4,45.3
E1071,24,Other,IT,Team Lead,24,51,Yes,4,8,5.8,0.0,6,2.5,80.4
E1072,44,Female,IT,Developer,2,44,No,5,5,5.7,1.4,0,6.2,52.0
E1073,33,Female,HR,Team Lead,25,39,No,6,5,5.7,1.2,2,5.5,55.3
E1074,41,Male,Sales,Executive,23,49,Yes,8,6,4.2,1.4,1,6.0,53.1
E1075,26,Female,IT,Team Lead,16,52,Yes,7,1,4.8,0.4,1,7.1,48.0
E1076,58,Female,Sales,Team Lead,13,30,No,4,8,4.7,1.4,1,4.0,74.7
E1077,59,Female,Sales,Team Lead,8,31,Yes,6,2,8.9,1.2,5,6.0,53.0
E1078,51,Male,Marketing,Executive,6,48,Yes,7,6,4.1,0.7,1,5.1,56.1
E1079,30,Female,HR,Team Lead,6,43,Yes,9,9,4.8,0.9,2,6.6,49.1
E1080,55,Female,Sales,Intern,9,37,No,4,3,8.9,1.1,6,4.3,61.9
E1081,56,Male,HR,Executive,4,67,No,6,2,7.1,1.0,6,4.9,58.9
E1082,43,Female,Marketing,Developer,27,41,Yes,5,5,6.3,1.3,6,4.6,61.7
E1083,45,Female,HR,Analyst,11,55,Yes,7,9,4.4,0.4,5,6.5,54.1
E1084,38,Female,IT,Developer,5,56,No,7,6,7.3,1.1,4,5.7,58.7
E1085,31,Female,Sales,Analyst,25,58,No,5,8,4.7,0.9,1,4.4,68.5
E1086,51,Male,HR,Developer,17,44,No,9,8,7.4,0.9,6,5.4,59.3
E1087,44,Male,Finance,Intern,20,30,No,3,7,8.9,0.9,1,2.6,76.5
E1088,53,Male,HR,Analyst,7,57,No,6,5,6.7,1.8,5,5.6,55.9
E1089,38,Male,Sales,Analyst,27,32,No,5,2,5.1,1.6,1,5.8,59.1
E1090,38,Female,Marketing,Manager,15,47,Yes,7,5,7.1,1.3,4,6.2,51.7
E1091,35,Male,Marketing,Analyst,25,63,Yes,6,7,6.6,1.4,5,5.1,62.3
E1092,30,Female,Sales,Analyst,15,61,Yes,9,7,6.7,0.1,5,5.1,54.4
E1093,23,Other,IT,Manager,14,58,No,6,2,6.4,1.5,0,6.8,47.8
E1094,46,Female,IT,Team Lead,13,54,No,3,7,7.4,1.0,5,2.3,78.4
E1095,30,Female,Marketing,Team Lead,11,55,No,7,6,6.9,0.6,1,4.6,62.5
E1096,43,Female,Marketing,Manager,28,68,Yes,4,7,8.9,0.3,5,3.4,77.1
E1097,25,Female,Sales,Executive,13,37,Yes,3,8,8.1,0.2,1,3.1,76.2
E1098,47,Male,IT,Analyst,26,48,Yes,3,4,5.3,0.1,1,5.1,61.6
E1099,50,Male,Marketing,Analyst,22,51,Yes,4,1,7.6,0.3,6,3.3,73.0
E1100,55,Female,IT,Manager,28,58,No,4,8,5.1,0.1,5,4.6,57.4
E1101,44,Female,Marketing,Manager,24,62,No,9,8,7.9,1.5,0,6.1,48.4
E1102,58,Female,HR,Executive,29,67,Yes,9,3,4.7,0.5,1,7.1,45.2
E1103,32,Female,Finance,Intern,9,64,Yes,3,3,6.4,0.7,6,4.4,65.8
E1104,27,Female,HR,Team Lead,10,32,No,6,5,8.0,1.6,0,5.3,62.6
E1105,39,Male,Marketing,Developer,4,48,Yes,5,3,5.4,0.2,0,2.4,81.2
E1106,42,Other,Finance,Intern,17,39,No,5,5,8.2,1.7,5,3.4,70.1
E1107,57,Female,Finance,Team Lead,14,56,Yes,3,8,7.2,1.3,3,4.1,67.1
E1108,59,Male,Marketing,Analyst,24,44,Yes,6,1,6.0,0.7,6,6.1,54.2
E1109,55,Female,Marketing,Intern,18,40,Yes,4,2,6.1,0.2,3,5.3,52.3
E1110,38,Male,IT,Manager,11,55,Yes,8,2,8.6,0.2,1,6.7,47.4
E1111,58,Female,Marketing,Executive,16,53,No,3,4,5.1,0.7,2,5.2,54.6
E1112,46,Female,Sales,Team Lead,1,42,Yes,7,9,7.5,0.3,3,4.2,66.9
E1113,59,Male,Marketing,Executive,29,61,Yes,6,2,7.5,0.5,6,5.8,55.8
E1114,33,Female,Sales,Team Lead,7,66,Yes,7,9,8.6,0.1,5,4.5,65.7
E1115,44,Female,Marketing,Intern,28,33,Yes,7,7,7.6,1.2,6,5.9,56.8
E1116,43,Male,IT,Analyst,10,42,Yes,3,8,6.9,0.3,5,4.2,67.2
E1117,42,Male,Sales,Developer,9,38,No,6,1,8.5,1.5,3,5.9,54.3
E1118,48,Female,HR,Executive,27,63,No,7,5,8.1,0.4,2,5.1,60.8
E1119,52,Male,Sales,Executive,28,66,No,9,9,7.6,1.6,4,5.4,53.9
E1120,27,Male,IT,Developer,28,36,Yes,9,4,4.2,0.4,1,8.9,40.0
E1121,48,Male,Sales,Executive,25,30,Yes,6,2,5.9,1.4,6,7.1,40.0
E1122,55,Male,Marketing,Executive,3,41,Yes,5,6,7.2,0.7,4,4.1,68.3
E1123,33,Female,Marketing,Team Lead,22,50,Yes,8,2,6.6,1.2,4,5.7,46.1
E1124,28,Female,IT,Team Lead,23,40,No,7,3,5.6,0.1,0,7.7,40.9
E1125,31,Male,Finance,Developer,14,43,No,7,8,4.7,1.0,0,6.5,53.0
E1126,38,Female,Marketing,Analyst,26,63,No,6,3,6.8,0.3,1,4.9,62.3
E1127,47,Male,HR,Intern,25,63,Yes,9,2,5.4,1.0,2,7.5,42.0
E1128,42,Female,IT,Intern,15,54,Yes,8,6,5.2,0.3,0,7.2,46.0
E1129,49,Other,Sales,Executive,2,33,No,5,3,6.0,0.9,6,6.0,50.7
E1130,23,Male,Sales,Analyst,24,55,Yes,7,1,7.9,0.2,6,4.9,57.0
E1131,22,Female,HR,Developer,14,45,Yes,3,3,6.4,0.4,3,3.5,71.7
E1132,57,Female,Marketing,Developer,16,39,No,9,6,5.1,1.2,6,7.4,40.0
E1133,47,Male,IT,Team Lead,7,31,No,6,3,4.6,2.0,1,6.6,47.4
E1134,50,Male,HR,Executive,4,64,No,6,9,6.5,0.9,5,4.9,61.6
E1135,42,Male,Marketing,Manager,18,48,Yes,9,7,8.0,1.4,4,6.7,45.0
E1136,32,Female,IT,Developer,24,35,Yes,7,5,7.3,1.1,6,6.0,49.9
E1137,32,Other,Sales,Executive,27,48,Yes,5,2,5.2,1.0,1,6.5,41.5
E1138,57,Female,IT,Analyst,5,37,No,7,9,6.2,0.1,5,4.3,65.1
E1139,56,Female,Finance,Team Lead,6,43,Yes,9,5,8.3,0.3,5,6.6,45.9
E1140,55,Female,IT,Intern,27,39,No,4,7,4.9,1.8,0,4.5,62.9
E1141,45,Female,Finance,Analyst,7,32,No,7,9,6.7,0.8,5,6.3,51.8
E1142,43,Female,IT,Developer,15,67,No,8,4,5.8,1.2,2,6.0,57.9
E1143,26,Male,Finance,Developer,26,58,Yes,9,9,4.6,1.1,5,6.8,44.5
E1144,54,Female,Sales,Analyst,1,44,Yes,8,1,4.2,0.8,5,7.9,40.0
E1145,57,Female,Marketing,Developer,24,52,No,9,6,6.8,0.8,4,7.2,43.2
E1146,41,Male,Finance,Executive,4,52,No,4,2,4.1,1.1,2,5.7,57.8
E1147,40,Female,Finance,Developer,29,47,No,8,8,4.5,0.3,1,7.0,41.3
E1148,56,Male,Sales,Team Lead,25,48,Yes,8,5,5.7,0.8,2,5.8,50.8
E1149,38,Female,Finance,Executive,1,57,No,3,3,4.2,0.9,2,5.1,56.7
E1150,55,Female,HR,Manager,11,55,No,6,2,6.0,2.0,1,6.8,40.0
E1151,30,Male,Sales,Developer,18,39,Yes,8,8,4.7,0.7,4,5.2,58.3
E1152,47,Male,HR,Developer,14,33,No,6,7,5.7,1.3,6,5.3,54.4
E1153,23,Male,Sales,Team Lead,22,31,No,9,9,8.0,0.3,5,6.4,49.6
E1154,30,Female,Finance,Team Lead,11,32,Yes,5,8,7.1,0.1,2,3.9,61.6
E1155,30,Male,HR,Intern,10,36,Yes,7,4,6.2,1.7,2,7.0,43.8
E1156,38,Female,Finance,Analyst,27,45,No,3,2,4.5,1.5,6,4.6,62.4
E1157,22,Male,Sales,Analyst,17,60,Yes,9,2,7.1,0.6,1,6.6,45.6
E1158,46,Other,Finance,Analyst,4,39,No,4,2,4.8,1.0,3,6.3,52.6
E1159,46,Female,HR,Team Lead,24,48,No,5,6,4.4,0.3,6,4.5,61.6
E1160,56,Female,HR,Analyst,15,57,No,3,7,7.3,1.4,2,1.6,88.1
E1161,24,Female,Finance,Analyst,26,46,No,3,6,8.6,0.1,0,2.6,77.3
E1162,58,Female,IT,Manager,16,57,Yes,9,2,6.3,1.5,5,9.0,40.0
E1163,51,Female,Sales,Analyst,21,48,Yes,4,4,4.2,1.1,5,6.2,50.0
E1164,59,Male,Sales,Developer,13,66,No,4,3,8.4,0.6,6,3.6,73.2
E1165,55,Male,Finance,Intern,9,52,Yes,6,4,4.3,1.7,4,4.7,64.2
E1166,33,Male,IT,Team Lead,11,49,No,7,5,8.3,2.0,6,5.2,61.8
E1167,40,Male,HR,Executive,11,42,No,9,7,6.0,0.5,2,7.4,41.2
E1168,58,Male,Marketing,Intern,6,42,Yes,5,9,5.8,1.6,1,3.7,66.4
E1169,38,Female,Marketing,Manager,1,40,Yes,7,2,6.7,1.5,0,6.5,49.3
E1170,31,Other,Finance,Team Lead,22,44,No,5,8,8.8,1.5,6,3.1,76.0
E1171,33,Male,IT,Team Lead,6,46,No,3,3,8.5,1.9,1,3.9,59.7
E1172,37,Female,IT,Developer,13,57,Yes,8,9,6.4,1.0,6,6.1,46.2
E1173,45,Male,Sales,Intern,22,48,No,8,4,7.5,1.3,2,6.6,49.3
E1174,40,Female,HR,Intern,24,33,No,9,3,6.9,1.6,0,7.2,46.7
E1175,29,Female,IT,Analyst,22,51,No,4,6,7.5,1.0,4,4.6,63.0
E1176,52,Female,Marketing,Developer,5,51,Yes,4,9,8.1,1.0,4,3.1,77.6
E1177,42,Other,HR,Analyst,15,66,Yes,3,7,4.2,0.6,6,4.8,61.9
E1178,38,Male,HR,Analyst,27,68,No,3,4,5.6,1.6,4,3.8,69.7
E1179,44,Female,Finance,Team Lead,18,63,No,5,3,8.8,1.4,3,5.3,57.2
E1180,58,Female,IT,Intern,20,62,Yes,3,4,8.7,0.9,1,4.7,62.6
E1181,37,Male,Finance,Analyst,14,69,No,9,3,4.1,0.8,2,9.4,40.0
E1182,27,Female,IT,Manager,15,62,No,5,3,5.0,0.1,0,4.8,60.4
E1183,29,Male,Sales,Manager,26,41,Yes,7,9,9.0,0.0,6,4.1,70.9
E1184,46,Female,Finance,Intern,5,31,No,4,4,6.5,1.1,6,3.5,69.0
E1185,39,Male,Finance,Manager,26,57,No,4,9,6.9,0.8,5,2.3,86.7
E1186,46,Male,Marketing,Team Lead,4,39,Yes,8,5,4.8,1.6,5,6.7,45.8
E1187,33,Female,Finance,Developer,2,51,Yes,8,7,8.5,1.1,1,3.5,71.8
E1188,36,Female,IT,Executive,7,46,No,9,5,5.2,1.9,2,7.5,40.0
E1189,47,Male,Marketing,Analyst,10,55,Yes,4,1,4.9,0.4,3,6.5,49.2
E1190,47,Male,Finance,Executive,16,32,Yes,9,2,5.1,2.0,2,7.9,40.0
E1191,53,Female,Finance,Developer,10,36,No,7,5,8.6,0.6,1,4.7,61.0
E1192,31,Male,Sales,Developer,18,37,No,7,6,7.5,1.3,2,5.2,60.2
E1193,37,Male,Finance,Team Lead,17,49,No,6,7,7.8,1.0,5,6.6,50.7
